og_larvalID,larvalID,Ucrit,SL,dam,sire,tank,date,Send.to.NJ,Group
47.07,47.07,5.38,4.15,54,95,D2:4,9/17/19,NA,
47.08,47.08,1.03,4.08,54,95,D2:4,9/17/19,NA,
47.09,47.09,7.43,4.16,54,95,D2:4,9/17/19,NA,
47.1,47.1,5.8,NA,54,95,D2:4,9/17/19,NA,
47.11,47.11,1.77,4.18,54,95,D2:4,9/17/19,NA,
47.12,47.12,4.23,4.13,54,95,D2:4,9/17/19,NA,
47.13,47.13,2.73,NA,54,95,D2:4,9/17/19,NA,
47.14,47.14,4.65,4.04,54,95,D2:4,9/17/19,NA,
47.15,47.15,0.75,4.19,54,95,D2:4,9/17/19,NA,
48.01,48.01,0.67,NA,9,98,A1:3,9/26/19,NA,NA
48.02,48.02,0.4,4.29,9,98,A1:3,9/26/19,NA,NA
48.03,48.03,2.67,NA,9,98,A1:3,9/26/19,NA,NA
48.04,48.04,2.62,4.46,9,98,A1:3,9/26/19,NA,NA
48.05,48.05,2.73,4.34,9,98,A1:3,9/26/19,NA,NA
48.06,48.06,4.72,4.3,9,98,A1:3,9/26/19,NA,NA
48.07,48.07,4.77,NA,9,98,A1:3,9/26/19,NA,NA
48.08,48.08,4.45,4.03,9,98,A1:3,9/26/19,NA,NA
48.09,48.09,7.58,4.02,9,98,A1:3,9/26/19,NA,NA
48.1,48.1,5.7,NA,9,98,A1:3,9/26/19,NA,NA
48.11,48.11,1.97,NA,9,98,A1:3,9/26/19,NA,NA
48.12,48.12,4.7,NA,9,98,A1:3,9/26/19,NA,NA
48.13,48.13,4.25,4.13,9,98,A1:3,9/26/19,NA,NA
48.14,48.14,5.92,4.41,9,98,A1:3,9/26/19,NA,NA
48.15,48.15,0.35,4.3,9,98,A1:3,9/26/19,NA,NA
49.02,49.02,3.5,4.07,74,122,C2:4,10/3/19,NA,NA
49.03,49.03,4.23,4.2,74,122,C2:4,10/3/19,NA,NA
49.04,49.04,4.62,4.1,74,122,C2:4,10/3/19,NA,NA
49.05,49.05,5.67,4.23,74,122,C2:4,10/3/19,NA,NA
50.01,50.01,4.25,NA,66,171,A3:1,10/10/19,NA,NA
50.02,50.02,4.57,4.27,66,171,A3:1,10/10/19,NA,NA
50.03,50.03,4.82,4.47,66,171,A3:1,10/10/19,NA,NA
50.04,50.04,0.38,4.25,66,171,A3:1,10/10/19,NA,NA
50.05,50.05,6.25,4.26,66,171,A3:1,10/10/19,NA,NA
50.06,50.06,2.32,4.4,66,171,A3:1,10/10/19,NA,NA
50.07,50.07,2.08,4.14,66,171,A3:1,10/10/19,NA,NA
50.08,50.08,5.12,4.26,66,171,A3:1,10/10/19,NA,NA
50.09,50.09,2.82,4.15,66,171,A3:1,10/10/19,NA,NA
50.1,50.1,3.42,4.28,66,171,A3:1,10/10/19,NA,NA
50.11,50.11,4.53,4.43,66,171,A3:1,10/10/19,NA,NA
50.12,50.12,7.38,4.45,66,171,A3:1,10/10/19,NA,NA
50.13,50.13,0.57,NA,66,171,A3:1,10/10/19,NA,NA
50.14,50.14,8.18,4.5,66,171,A3:1,10/10/19,NA,NA
50.15,50.15,8.6,4.31,66,171,A3:1,10/10/19,NA,NA
51.01,51.01,3.25,4.27,61,2,A1:2,10/11/19,NA,NA
51.02,51.02,2.5,4.2,61,2,A1:2,10/11/19,NA,NA
51.03,51.03,3.12,4.33,61,2,A1:2,10/11/19,NA,NA
51.04,51.04,2.53,4.09,61,2,A1:2,10/11/19,NA,NA
51.05,51.05,4.15,4.03,61,2,A1:2,10/11/19,NA,NA
51.06,51.06,5.72,4.05,61,2,A1:2,10/11/19,NA,NA
51.07,51.07,2.48,4.21,61,2,A1:2,10/11/19,NA,NA
51.08,51.08,6.7,4.19,61,2,A1:2,10/11/19,NA,NA
51.09,51.09,5.42,4.11,61,2,A1:2,10/11/19,NA,NA
51.1,51.1,4.6,4.13,61,2,A1:2,10/11/19,NA,NA
51.11,51.11,6.12,4.24,61,2,A1:2,10/11/19,NA,NA
51.12,51.12,2.83,4.24,61,2,A1:2,10/11/19,NA,NA
51.13,51.13,1.77,4.3,61,2,A1:2,10/11/19,NA,NA
52.01,52.01,3.07,4.27,22,165,B2:2,10/22/19,NA,NA
52.02,52.02,2.73,4.35,22,165,B2:2,10/22/19,NA,NA
52.03,52.03,0.43,4.43,22,165,B2:2,10/22/19,NA,NA
52.04,52.04,2,4.24,22,165,B2:2,10/22/19,NA,NA
52.14,52.14,2.85,4.32,22,165,B2:2,10/22/19,NA,NA
52.15,52.15,4.4,4.15,22,165,B2:2,10/22/19,NA,NA
52.16,52.16,4.62,4.31,22,165,B2:2,10/22/19,NA,NA
52.17,52.17,0.17,4.25,22,165,B2:2,10/22/19,NA,NA
52.18,52.18,4.18,4.23,22,165,B2:2,10/22/19,NA,NA
52.19,52.19,7.45,4.16,22,165,B2:2,10/22/19,NA,NA
52.2,52.2,4.25,4.36,22,165,B2:2,10/22/19,NA,NA
53.01,53.01,1.83,4.44,14,175,A1:5,10/29/19,NA,NA
53.02,53.02,2.08,4.35,14,175,A1:5,10/29/19,NA,NA
53.03,53.03,2.28,4.06,14,175,A1:5,10/29/19,NA,NA
53.04,53.04,3.12,4.3,14,175,A1:5,10/29/19,NA,NA
53.05,53.05,4.88,4.2,14,175,A1:5,10/29/19,NA,NA
53.06,53.06,4.53,4.26,14,175,A1:5,10/29/19,NA,NA
53.07,53.07,6.87,4.41,14,175,A1:5,10/29/19,NA,NA
53.08,53.08,4.33,4.05,14,175,A1:5,10/29/19,NA,NA
53.09,53.09,2.07,4.38,14,175,A1:5,10/29/19,NA,NA
53.1,53.1,4.9,NA,14,175,A1:5,10/29/19,NA,NA
53.11,53.11,4,NA,14,175,A1:5,10/29/19,NA,NA
53.12,53.12,5.7,4.12,14,175,A1:5,10/29/19,NA,NA
53.13,53.13,3.02,4.34,14,175,A1:5,10/29/19,NA,NA
53.14,53.14,3.42,4.05,14,175,A1:5,10/29/19,NA,NA
53.15,53.15,4.15,4.2,14,175,A1:5,10/29/19,NA,NA
53.16,53.16,5.05,4.48,14,175,A1:5,10/29/19,NA,NA
53.17,53.17,4.6,4.43,14,175,A1:5,10/29/19,NA,NA
53.18,53.18,3.85,4.22,14,175,A1:5,10/29/19,NA,NA
53.19,53.19,0.18,4.27,14,175,A1:5,10/29/19,NA,NA
54.01,54.01,4.33,4.11,18,115,B2:3,11/1/19,NA,NA
54.02,54.02,0.87,4.43,18,115,B2:3,11/1/19,NA,NA
54.03,54.03,2.27,3.92,18,115,B2:3,11/1/19,NA,NA
54.04,54.04,6.38,4.36,18,115,B2:3,11/1/19,NA,NA
54.05,54.05,2.2,4.01,18,115,B2:3,11/1/19,NA,NA
54.06,54.06,4,4.01,18,115,B2:3,11/1/19,NA,NA
54.07,54.07,6.2,4.17,18,115,B2:3,11/1/19,NA,NA
54.08,54.08,5.1,NA,18,115,B2:3,11/1/19,NA,NA
54.09,54.09,6.5,4.17,18,115,B2:3,11/1/19,NA,NA
54.1,54.1,4.98,4.04,18,115,B2:3,11/1/19,NA,NA
54.11,54.11,3.33,4.23,18,115,B2:3,11/1/19,NA,NA
54.12,54.12,5.12,4.17,18,115,B2:3,11/1/19,NA,NA
54.13,54.13,3.98,4.05,18,115,B2:3,11/1/19,NA,NA
54.14,54.14,0.5,4.24,18,115,B2:3,11/1/19,NA,NA
54.15,54.15,5.08,4.17,18,115,B2:3,11/1/19,NA,NA
55.01,55.01,4.25,4.44,66,171,A3:1,11/5/19,NA,NA
55.02,55.02,3.2,NA,66,171,A3:1,11/5/19,NA,NA
55.03,55.03,2.58,4.18,66,171,A3:1,11/5/19,NA,NA
55.04,55.04,0.62,4.47,66,171,A3:1,11/5/19,NA,NA
55.05,55.05,1.03,4.4,66,171,A3:1,11/5/19,NA,NA
55.06,55.06,6,4.26,66,171,A3:1,11/5/19,NA,NA
55.07,55.07,4.55,4.36,66,171,A3:1,11/5/19,NA,NA
55.08,55.08,6.18,4.43,66,171,A3:1,11/5/19,NA,NA
55.09,55.09,4.63,4.38,66,171,A3:1,11/5/19,NA,NA
55.1,55.1,6.65,4.49,66,171,A3:1,11/5/19,NA,NA
55.11,55.11,0.03,4.31,66,171,A3:1,11/5/19,NA,NA
55.12,55.12,2.48,4.29,66,171,A3:1,11/5/19,NA,NA
55.13,55.13,3.5,4.36,66,171,A3:1,11/5/19,NA,NA
55.14,55.14,2.07,4.32,66,171,A3:1,11/5/19,NA,NA
55.15,55.15,1.05,4.31,66,171,A3:1,11/5/19,NA,NA
56.01,56.01,0.48,4.02,5,108,A3:4,11/11/19,NA,NA
56.02,56.02,3.73,4.26,5,108,A3:4,11/11/19,NA,NA
56.03,56.03,3.8,4.4,5,108,A3:4,11/11/19,NA,NA
56.04,56.04,6.2,4.22,5,108,A3:4,11/11/19,NA,NA
56.05,56.05,3.38,4.12,5,108,A3:4,11/11/19,NA,NA
56.06,56.06,3.97,4.18,5,108,A3:4,11/11/19,NA,NA
56.07,56.07,3.07,4.28,5,108,A3:4,11/11/19,NA,NA
56.08,56.08,7.4,4.15,5,108,A3:4,11/11/19,NA,NA
56.09,56.09,2.2,4.26,5,108,A3:4,11/11/19,NA,NA
56.1,56.1,2.78,4.21,5,108,A3:4,11/11/19,NA,NA
56.11,56.11,4.9,4.26,5,108,A3:4,11/11/19,NA,NA
56.12,56.12,3.62,4.29,5,108,A3:4,11/11/19,NA,NA
56.13,56.13,2.95,4.3,5,108,A3:4,11/11/19,NA,NA
56.14,56.14,4.67,4.03,5,108,A3:4,11/11/19,NA,NA
56.15,56.15,3.22,4.18,5,108,A3:4,11/11/19,NA,NA
56.16,56.16,5,4.46,5,108,A3:4,11/11/19,NA,NA
56.17,56.17,4.73,4.26,5,108,A3:4,11/11/19,NA,NA
56.18,56.18,4.28,4.16,5,108,A3:4,11/11/19,NA,NA
56.19,56.19,6.1,4.37,5,108,A3:4,11/11/19,NA,NA
56.2,56.2,3.77,4.32,5,108,A3:4,11/11/19,NA,NA
56.21,56.21,2.97,4.26,5,108,A3:4,11/11/19,NA,NA
56.22,56.22,5.13,4.39,5,108,A3:4,11/11/19,NA,NA
56.23,56.23,1.75,4.23,5,108,A3:4,11/11/19,NA,NA
56.24,56.24,3.83,4.25,5,108,A3:4,11/11/19,NA,NA
56.25,56.25,5.33,4.26,5,108,A3:4,11/11/19,NA,NA
56.26,56.26,4.3,4.21,5,108,A3:4,11/11/19,NA,NA
56.27,56.27,5.32,4.39,5,108,A3:4,11/11/19,NA,NA
56.28,56.28,0.1,4.4,5,108,A3:4,11/11/19,NA,NA
56.29,56.29,4.78,4.31,5,108,A3:4,11/11/19,NA,NA
56.3,56.3,4.67,4.17,5,108,A3:4,11/11/19,NA,NA
57.01,57.01,6.03,4.24,114,156,B1:1,11/18/19,NA,NA
57.02,57.02,6.12,4.3,114,156,B1:1,11/18/19,NA,NA
57.03,57.03,6.98,4.19,114,156,B1:1,11/18/19,NA,NA
57.04,57.04,3.2,4.33,114,156,B1:1,11/18/19,NA,NA
57.05,57.05,4.13,4.3,114,156,B1:1,11/18/19,NA,NA
57.06,57.06,6.17,4.36,114,156,B1:1,11/18/19,NA,NA
57.07,57.07,4.15,4.23,114,156,B1:1,11/18/19,NA,NA
57.08,57.08,3.28,4.4,114,156,B1:1,11/18/19,NA,NA
57.09,57.09,5.93,4.18,114,156,B1:1,11/18/19,NA,NA
57.1,57.1,4.18,4.39,114,156,B1:1,11/18/19,NA,NA
57.11,57.11,0.13,4.24,114,156,B1:1,11/18/19,NA,NA
57.12,57.12,4.38,4.38,114,156,B1:1,11/18/19,NA,NA
57.13,57.13,6.78,4.41,114,156,B1:1,11/18/19,NA,NA
57.14,57.14,5.63,4.39,114,156,B1:1,11/18/19,NA,NA
57.15,57.15,6.23,4.33,114,156,B1:1,11/18/19,NA,NA
57.16,57.16,3.78,4.37,114,156,B1:1,11/18/19,NA,NA
57.17,57.17,2.22,4.37,114,156,B1:1,11/18/19,NA,NA
57.18,57.18,9.23,4.23,114,156,B1:1,11/18/19,NA,NA
57.19,57.19,4.65,4.28,114,156,B1:1,11/18/19,NA,NA
57.2,57.2,4.17,4.37,114,156,B1:1,11/18/19,NA,NA
57.21,57.21,5.43,4.27,114,156,B1:1,11/18/19,NA,NA
57.22,57.22,5.52,4.18,114,156,B1:1,11/18/19,NA,NA
57.23,57.23,6.2,4.34,114,156,B1:1,11/18/19,NA,NA
57.24,57.24,6.12,4.41,114,156,B1:1,11/18/19,NA,NA
57.25,57.25,2.95,4.2,114,156,B1:1,11/18/19,NA,NA
57.26,57.26,3.33,4.27,114,156,B1:1,11/18/19,NA,NA
57.27,57.27,5.97,4.33,114,156,B1:1,11/18/19,NA,NA
57.28,57.28,4.17,4.29,114,156,B1:1,11/18/19,NA,NA
57.29,57.29,6.07,4.32,114,156,B1:1,11/18/19,NA,NA
57.3,57.3,6.68,4.48,114,156,B1:1,11/18/19,NA,NA
58.01,58.01,4.93,4.14,54,95,D2:4,11/21/19,NA,NA
58.02,58.02,5.62,4.24,54,95,D2:4,11/21/19,NA,NA
58.03,58.03,4.6,4.27,54,95,D2:4,11/21/19,NA,NA
58.04,58.04,4.25,4.44,54,95,D2:4,11/21/19,NA,NA
58.05,58.05,7.55,4.27,54,95,D2:4,11/21/19,NA,NA
58.06,58.06,2.35,4.21,54,95,D2:4,11/21/19,NA,NA
58.07,58.07,2.5,4.27,54,95,D2:4,11/21/19,NA,NA
58.08,58.08,2.32,4.17,54,95,D2:4,11/21/19,NA,NA
58.09,58.09,5.3,4.05,54,95,D2:4,11/21/19,NA,NA
58.1,58.1,4.65,4.31,54,95,D2:4,11/21/19,NA,NA
58.11,58.11,5.42,4.01,54,95,D2:4,11/21/19,NA,NA
58.12,58.12,6.2,4.36,54,95,D2:4,11/21/19,NA,NA
58.13,58.13,4.15,4.38,54,95,D2:4,11/21/19,NA,NA
58.14,58.14,4.82,4.36,54,95,D2:4,11/21/19,NA,NA
58.15,58.15,4.47,4.43,54,95,D2:4,11/21/19,NA,NA
59.01,59.01,0.95,4.26,6,137,A1:4,12/6/19,NA,NA
59.02,59.02,3.47,4.35,6,137,A1:4,12/6/19,NA,NA
59.03,59.03,5.67,4.26,6,137,A1:4,12/6/19,NA,NA
59.04,59.04,3.62,4.38,6,137,A1:4,12/6/19,NA,NA
59.05,59.05,5.72,4.07,6,137,A1:4,12/6/19,NA,NA
59.06,59.06,6.12,4.28,6,137,A1:4,12/6/19,NA,NA
59.07,59.07,4.27,4.45,6,137,A1:4,12/6/19,NA,NA
59.08,59.08,5.42,4.37,6,137,A1:4,12/6/19,NA,NA
59.09,59.09,2.25,4.38,6,137,A1:4,12/6/19,NA,NA
59.1,59.1,2.78,4.16,6,137,A1:4,12/6/19,NA,NA
59.11,59.11,2.03,4.32,6,137,A1:4,12/6/19,NA,NA
59.12,59.12,6.03,4.23,6,137,A1:4,12/6/19,NA,NA
59.13,59.13,6.82,4.17,6,137,A1:4,12/6/19,NA,NA
59.14,59.14,6.2,4.27,6,137,A1:4,12/6/19,NA,NA
59.15,59.15,2.53,4.32,6,137,A1:4,12/6/19,NA,NA
59.16,59.16,5.05,NA,6,137,A1:4,12/6/19,NA,NA
59.17,59.17,5.67,NA,6,137,A1:4,12/6/19,NA,NA
59.18,59.18,2.83,4.2,6,137,A1:4,12/6/19,NA,NA
59.19,59.19,4.18,4.41,6,137,A1:4,12/6/19,NA,NA
59.2,59.2,7.27,4.14,6,137,A1:4,12/6/19,NA,NA
59.21,59.21,7.05,4.46,6,137,A1:4,12/6/19,NA,NA
59.22,59.22,8.33,4.45,6,137,A1:4,12/6/19,NA,NA
59.23,59.23,6.02,4.31,6,137,A1:4,12/6/19,NA,NA
59.24,59.24,4.82,4.15,6,137,A1:4,12/6/19,NA,NA
59.25,59.25,5.52,4.29,6,137,A1:4,12/6/19,NA,NA
59.26,59.26,5.25,4.32,6,137,A1:4,12/6/19,NA,NA
59.27,59.27,5.15,4.23,6,137,A1:4,12/6/19,NA,NA
59.28,59.28,4.33,4.29,6,137,A1:4,12/6/19,NA,NA
59.29,59.29,6.53,4.19,6,137,A1:4,12/6/19,NA,NA
60.01,60.01,2.1,4.18,30,96,A2:4,12/7/19,NA,NA
60.02,60.02,3.45,4.23,30,96,A2:4,12/7/19,NA,NA
60.03,60.03,3.48,4.17,30,96,A2:4,12/7/19,NA,NA
60.04,60.04,0.85,4.27,30,96,A2:4,12/7/19,NA,NA
60.05,60.05,3.13,4.17,30,96,A2:4,12/7/19,NA,NA
60.06,60.06,3.07,4.19,30,96,A2:4,12/7/19,NA,NA
60.07,60.07,1.7,4.33,30,96,A2:4,12/7/19,NA,NA
60.08,60.08,3.7,4.23,30,96,A2:4,12/7/19,NA,NA
60.09,60.09,1.9,NA,30,96,A2:4,12/7/19,NA,NA
60.1,60.1,2.85,4.22,30,96,A2:4,12/7/19,NA,NA
60.11,60.11,1.52,4.15,30,96,A2:4,12/7/19,NA,NA
60.12,60.12,3.63,4.15,30,96,A2:4,12/7/19,NA,NA
60.13,60.13,2.45,4.05,30,96,A2:4,12/7/19,NA,NA
60.14,60.14,1.72,3.93,30,96,A2:4,12/7/19,NA,NA
60.15,60.15,2.92,3.96,30,96,A2:4,12/7/19,NA,NA
60.16,60.16,0.98,4.16,30,96,A2:4,12/7/19,NA,NA
60.17,60.17,0.43,4.23,30,96,A2:4,12/7/19,NA,NA
60.18,60.18,1.37,4.04,30,96,A2:4,12/7/19,NA,NA
60.19,60.19,3.37,4.31,30,96,A2:4,12/7/19,NA,NA
60.2,60.2,4.67,4.4,30,96,A2:4,12/7/19,NA,NA
60.21,60.21,1.82,4.24,30,96,A2:4,12/7/19,NA,NA
60.22,60.22,4.03,4.34,30,96,A2:4,12/7/19,NA,NA
60.23,60.23,2.97,4.29,30,96,A2:4,12/7/19,NA,NA
60.24,60.24,5.67,4.39,30,96,A2:4,12/7/19,NA,NA
60.25,60.25,4.6,4.16,30,96,A2:4,12/7/19,NA,NA
60.26,60.26,4.65,4.32,30,96,A2:4,12/7/19,NA,NA
60.27,60.27,4.43,4.11,30,96,A2:4,12/7/19,NA,NA
60.28,60.28,3.2,4.3,30,96,A2:4,12/7/19,NA,NA
60.29,60.29,0.23,4.22,30,96,A2:4,12/7/19,NA,NA
60.3,60.3,0.6,4.04,30,96,A2:4,12/7/19,NA,NA
61.01,61.01,0.92,4.26,18,115,B2:3,12/9/19,NA,NA
61.02,61.02,6.75,4.21,18,115,B2:3,12/9/19,NA,NA
61.03,61.03,4.73,4.31,18,115,B2:3,12/9/19,NA,NA
61.04,61.04,1.77,4.27,18,115,B2:3,12/9/19,NA,NA
61.05,61.05,7.22,4.22,18,115,B2:3,12/9/19,NA,NA
61.06,61.06,4.2,4.28,18,115,B2:3,12/9/19,NA,NA
61.07,61.07,4.82,4.45,18,115,B2:3,12/9/19,NA,NA
61.08,61.08,7.12,4.27,18,115,B2:3,12/9/19,NA,NA
61.09,61.09,5.48,4.37,18,115,B2:3,12/9/19,NA,NA
61.1,61.1,5.92,4.27,18,115,B2:3,12/9/19,NA,NA
61.11,61.11,2.18,4.33,18,115,B2:3,12/9/19,NA,NA
61.12,61.12,4.03,4.44,18,115,B2:3,12/9/19,NA,NA
61.13,61.13,4.53,4.14,18,115,B2:3,12/9/19,NA,NA
61.14,61.14,6.18,4.24,18,115,B2:3,12/9/19,NA,NA
61.15,61.15,4.67,4.4,18,115,B2:3,12/9/19,NA,NA
62.01,62.01,0.67,4.08,59,111,B2:5,12/11/19,NA,NA
62.02,62.02,3.5,4.07,59,111,B2:5,12/11/19,NA,NA
62.03,62.03,0.92,4.42,59,111,B2:5,12/11/19,NA,NA
62.04,62.04,5.77,4.04,59,111,B2:5,12/11/19,NA,NA
62.05,62.05,3.78,4.22,59,111,B2:5,12/11/19,NA,NA
62.06,62.06,2.45,4.07,59,111,B2:5,12/11/19,NA,NA
62.07,62.07,0.28,4.2,59,111,B2:5,12/11/19,NA,NA
62.08,62.08,3.3,4.19,59,111,B2:5,12/11/19,NA,NA
62.09,62.09,3.03,4.15,59,111,B2:5,12/11/19,NA,NA
62.1,62.1,2.63,4.13,59,111,B2:5,12/11/19,NA,NA
62.11,62.11,4.62,4.17,59,111,B2:5,12/11/19,NA,NA
62.12,62.12,2.13,4.23,59,111,B2:5,12/11/19,NA,NA
62.13,62.13,2.4,4.16,59,111,B2:5,12/11/19,NA,NA
62.14,62.14,2.38,4.37,59,111,B2:5,12/11/19,NA,NA
62.15,62.15,1.28,4.25,59,111,B2:5,12/11/19,NA,NA
62.16,62.16,4.22,4.09,59,111,B2:5,12/11/19,NA,NA
62.17,62.17,0.32,4.3,59,111,B2:5,12/11/19,NA,NA
62.18,62.18,4.52,4.18,59,111,B2:5,12/11/19,NA,NA
62.19,62.19,1.98,4.26,59,111,B2:5,12/11/19,NA,NA
62.2,62.2,1.97,4.14,59,111,B2:5,12/11/19,NA,NA
62.21,62.21,0.4,4.17,59,111,B2:5,12/11/19,NA,NA
62.22,62.22,2.73,4.17,59,111,B2:5,12/11/19,NA,NA
62.23,62.23,3.08,4.34,59,111,B2:5,12/11/19,NA,NA
62.24,62.24,4.2,4.08,59,111,B2:5,12/11/19,NA,NA
62.25,62.25,5.43,4.19,59,111,B2:5,12/11/19,NA,NA
62.26,62.26,3.93,4.21,59,111,B2:5,12/11/19,NA,NA
62.27,62.27,6.35,NA,59,111,B2:5,12/11/19,NA,NA
62.28,62.28,0.83,4.08,59,111,B2:5,12/11/19,NA,NA
62.29,62.29,4.25,4.27,59,111,B2:5,12/11/19,NA,NA
62.3,62.3,4.78,4,59,111,B2:5,12/11/19,NA,NA
63.01,63.01,4.87,4.3,29,116,C1:2,12/13/19,NA,NA
63.02,63.02,2.62,4.06,29,116,C1:2,12/13/19,NA,NA
63.03,63.03,0.22,4.19,29,116,C1:2,12/13/19,NA,NA
63.04,63.04,4.4,4.15,29,116,C1:2,12/13/19,NA,NA
63.05,63.05,0.93,4.08,29,116,C1:2,12/13/19,NA,NA
63.06,63.06,5.1,4.1,29,116,C1:2,12/13/19,NA,NA
63.07,63.07,5.23,4.21,29,116,C1:2,12/13/19,NA,NA
63.08,63.08,2.62,4.08,29,116,C1:2,12/13/19,NA,NA
63.09,63.09,5.75,4.18,29,116,C1:2,12/13/19,NA,NA
63.1,63.1,5.22,4.16,29,116,C1:2,12/13/19,NA,NA
63.11,63.11,3.85,4.18,29,116,C1:2,12/13/19,NA,NA
63.12,63.12,3.2,3.92,29,116,C1:2,12/13/19,NA,NA
63.13,63.13,4.12,4.07,29,116,C1:2,12/13/19,NA,NA
63.14,63.14,4.48,4.05,29,116,C1:2,12/13/19,NA,NA
63.15,63.15,5.32,4.31,29,116,C1:2,12/13/19,NA,NA
63.16,63.16,5.82,4.13,29,116,C1:2,12/13/19,NA,NA
63.17,63.17,1.03,4.37,29,116,C1:2,12/13/19,NA,NA
63.18,63.18,5.67,NA,29,116,C1:2,12/13/19,NA,NA
63.19,63.19,4.55,4.12,29,116,C1:2,12/13/19,NA,NA
63.2,63.2,4.77,4.27,29,116,C1:2,12/13/19,NA,NA
63.21,63.21,1.62,4.24,29,116,C1:2,12/13/19,NA,NA
63.22,63.22,0.48,3.91,29,116,C1:2,12/13/19,NA,NA
64.01,64.01,2.83,4.13,17,162,C1:3,1/10/20,NA,NA
64.02,64.02,3.5,3.71,17,162,C1:3,1/10/20,NA,NA
64.03,64.03,6.78,4.06,17,162,C1:3,1/10/20,NA,NA
64.04,64.04,0.28,4.14,17,162,C1:3,1/10/20,NA,NA
64.05,64.05,2.3,4.27,17,162,C1:3,1/10/20,NA,NA
64.06,64.06,6.42,4.29,17,162,C1:3,1/10/20,NA,NA
64.07,64.07,4.55,3.91,17,162,C1:3,1/10/20,NA,NA
64.08,64.08,5.63,4.03,17,162,C1:3,1/10/20,NA,NA
64.09,64.09,0.25,4.15,17,162,C1:3,1/10/20,NA,NA
64.1,64.1,4.88,4.06,17,162,C1:3,1/10/20,NA,NA
64.11,64.11,2.52,3.88,17,162,C1:3,1/10/20,NA,NA
64.12,64.12,4.73,4.12,17,162,C1:3,1/10/20,NA,NA
65.01,65.01,4.17,4.32,70,97,A3:5,1/21/20,NA,NA
65.02,65.02,1.33,4.1,70,97,A3:5,1/21/20,NA,NA
65.03,65.03,7.17,4.14,70,97,A3:5,1/21/20,NA,NA
65.04,65.04,4.12,4.23,70,97,A3:5,1/21/20,NA,NA
65.05,65.05,5.77,4.24,70,97,A3:5,1/21/20,NA,NA
65.06,65.06,4.18,4.14,70,97,A3:5,1/21/20,NA,NA
65.07,65.07,2.78,4.36,70,97,A3:5,1/21/20,NA,NA
65.08,65.08,4.08,4.38,70,97,A3:5,1/21/20,NA,NA
65.09,65.09,2.53,NA,70,97,A3:5,1/21/20,NA,NA
65.1,65.1,2.3,4.37,70,97,A3:5,1/21/20,NA,NA
65.11,65.11,5.47,4.31,70,97,A3:5,1/21/20,NA,NA
65.12,65.12,6.1,4.12,70,97,A3:5,1/21/20,NA,NA
65.13,65.13,6.65,4.41,70,97,A3:5,1/21/20,NA,NA
65.14,65.14,2.95,4.18,70,97,A3:5,1/21/20,NA,NA
65.15,65.15,6.13,NA,70,97,A3:5,1/21/20,NA,NA
65.16,65.16,6.23,4.33,70,97,A3:5,1/21/20,NA,NA
65.17,65.17,3.42,4.16,70,97,A3:5,1/21/20,NA,NA
65.18,65.18,4.4,NA,70,97,A3:5,1/21/20,NA,NA
65.19,65.19,2.23,4.06,70,97,A3:5,1/21/20,NA,NA
65.2,65.2,4.43,4.12,70,97,A3:5,1/21/20,NA,NA
66.01,66.01,5.43,4.19,22,165,B2:2,1/22/20,NA,NA
66.02,66.02,3.85,4.17,22,165,B2:2,1/22/20,NA,NA
66.03,66.03,3.17,4.26,22,165,B2:2,1/22/20,NA,NA
66.04,66.04,6.78,4.33,22,165,B2:2,1/22/20,NA,NA
66.05,66.05,6.93,4.19,22,165,B2:2,1/22/20,NA,NA
66.06,66.06,2,4.3,22,165,B2:2,1/22/20,NA,NA
66.07,66.07,8.3,4.31,22,165,B2:2,1/22/20,NA,NA
66.08,66.08,1.68,4.23,22,165,B2:2,1/22/20,NA,NA
66.09,66.09,3.55,4.19,22,165,B2:2,1/22/20,NA,NA
66.1,66.1,2.08,4.45,22,165,B2:2,1/22/20,NA,NA
66.11,66.11,2.88,4.17,22,165,B2:2,1/22/20,NA,NA
67.01,67.01,7.23,4.14,17,162,C1:3,1/24/20,NA,NA
67.02,67.02,6.63,4.21,17,162,C1:3,1/24/20,NA,NA
67.03,67.03,5.28,NA,17,162,C1:3,1/24/20,NA,NA
67.04,67.04,3.62,NA,17,162,C1:3,1/24/20,NA,NA
67.05,67.05,6.3,4.33,17,162,C1:3,1/24/20,NA,NA
67.06,67.06,5.1,NA,17,162,C1:3,1/24/20,NA,NA
67.07,67.07,4.38,4.27,17,162,C1:3,1/24/20,NA,NA
67.08,67.08,6.78,4.15,17,162,C1:3,1/24/20,NA,NA
67.09,67.09,6.52,4.14,17,162,C1:3,1/24/20,NA,NA
67.1,67.1,4.52,NA,17,162,C1:3,1/24/20,NA,NA
67.11,67.11,1,NA,17,162,C1:3,1/24/20,NA,NA
68.01,68.01,5.78,4.55,78,152,D2:5,1/27/20,NA,NA
68.02,68.02,2.57,4.35,78,152,D2:5,1/27/20,NA,NA
68.03,68.03,2.57,4.31,78,152,D2:5,1/27/20,NA,NA
68.04,68.04,8.03,4.31,78,152,D2:5,1/27/20,NA,NA
68.05,68.05,0,4.04,78,152,D2:5,1/27/20,NA,NA
68.06,68.06,3.9,4.46,78,152,D2:5,1/27/20,NA,NA
68.07,68.07,2.48,4.31,78,152,D2:5,1/27/20,NA,NA
