og_larvalID,larvalID,Ucrit,SL,dam,sire,tank,date,Send.to.NJ,Group
68.08,68.08,7.58,4.19,78,152,D2:5,1/27/20,NA,NA
68.09,68.09,5.78,4.38,78,152,D2:5,1/27/20,NA,NA
68.1,68.1,1.33,4.09,78,152,D2:5,1/27/20,NA,NA
68.11,68.11,0.62,4.18,78,152,D2:5,1/27/20,NA,NA
68.12,68.12,9.55,4.05,78,152,D2:5,1/27/20,NA,NA
68.13,68.13,4.4,4.43,78,152,D2:5,1/27/20,NA,NA
68.14,68.14,0.72,4.34,78,152,D2:5,1/27/20,NA,NA
68.15,68.15,3.75,4.31,78,152,D2:5,1/27/20,NA,NA
68.16,68.16,4.42,4.41,78,152,D2:5,1/27/20,NA,NA
68.17,68.17,4.6,4.42,78,152,D2:5,1/27/20,NA,NA
68.18,68.18,2.8,4.42,78,152,D2:5,1/27/20,NA,NA
68.19,68.19,4.75,4.27,78,152,D2:5,1/27/20,NA,NA
68.2,68.2,3.92,4.45,78,152,D2:5,1/27/20,NA,NA
68.21,68.21,1.1,4.25,78,152,D2:5,1/27/20,NA,NA
68.22,68.22,6.2,4.3,78,152,D2:5,1/27/20,NA,NA
68.23,68.23,5.98,4.26,78,152,D2:5,1/27/20,NA,NA
68.24,68.24,4.6,4.28,78,152,D2:5,1/27/20,NA,NA
68.25,68.25,0.48,4.38,78,152,D2:5,1/27/20,NA,NA
68.26,68.26,5.43,4.34,78,152,D2:5,1/27/20,NA,NA
68.27,68.27,5.45,4.23,78,152,D2:5,1/27/20,NA,NA
68.28,68.28,5.3,4.32,78,152,D2:5,1/27/20,NA,NA
68.29,68.29,7.97,4.36,78,152,D2:5,1/27/20,NA,NA
68.3,68.3,1.22,4.2,78,152,D2:5,1/27/20,NA,NA
69.01,69.01,0,NA,55,142,D3:2,1/30/20,NA,NA
69.02,69.02,4.73,4.28,55,142,D3:2,1/30/20,NA,NA
69.03,69.03,6.8,4.27,55,142,D3:2,1/30/20,NA,NA
69.04,69.04,1.45,4.24,55,142,D3:2,1/30/20,NA,NA
69.05,69.05,2.22,4.25,55,142,D3:2,1/30/20,NA,NA
69.06,69.06,6.25,4.36,55,142,D3:2,1/30/20,NA,NA
69.07,69.07,2.98,NA,55,142,D3:2,1/30/20,NA,NA
69.08,69.08,2.58,4.31,55,142,D3:2,1/30/20,NA,NA
69.09,69.09,0.65,4.32,55,142,D3:2,1/30/20,NA,NA
69.1,69.1,7.23,4.31,55,142,D3:2,1/30/20,NA,NA
69.11,69.11,4.68,4.35,55,142,D3:2,1/30/20,NA,NA
69.12,69.12,4.12,4.39,55,142,D3:2,1/30/20,NA,NA
69.13,69.13,4.42,4.2,55,142,D3:2,1/30/20,NA,NA
69.14,69.14,4.9,4.38,55,142,D3:2,1/30/20,NA,NA
69.15,69.15,4.5,4.12,55,142,D3:2,1/30/20,NA,NA
69.16,69.16,5.1,4.24,55,142,D3:2,1/30/20,NA,NA
69.17,69.17,5.28,4.21,55,142,D3:2,1/30/20,NA,NA
69.18,69.18,5.55,4.17,55,142,D3:2,1/30/20,NA,NA
69.19,69.19,3.08,4.24,55,142,D3:2,1/30/20,NA,NA
